LigandId,DockingScore,Smiles,dG,dGError
226,-8.505,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1cc(F)ccc1F,0.612,0.436
227,-8.35,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)C1,4.778,0.468
228,-9.052,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(Cl)c1F,9.547,0.446
229,-9.001,Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,2.751,0.462
230,-8.682,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(Cl)c1,11.162,0.443
231,-9.196,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cc(F)ccc1Cl,-1.439,0.455
232,-8.977,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(Cl)cc1Cl,-3.006,0.454
233,-9.585,O=C(Nc1cc(NC(=O)C2CC2F)ncc1F)c1c(Cl)cccc1Cl,-3.955,0.453
234,-9.408,O=C(Nc1cc(NC(=O)C2CC2Cl)ncc1F)c1c(Cl)cccc1Cl,-5.396,0.458
235,-9.076,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cc(Cl)ccc1Cl,-2.604,0.459
236,-8.367,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1ccc(Cl)cc1Cl,5.939,0.455
237,-9.09,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1cc(F)ccc1Cl,-6.29,0.465
238,-9.055,Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,2.854,0.471
239,-9.648,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,-0.857,0.457
240,-8.952,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,-2.015,0.448
241,-8.409,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,11.871,0.464
242,-8.967,CC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-2.319,0.454
243,-8.941,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,0.446,0.463
244,-9.063,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1,1.714,0.464
245,-8.037,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCC3)c2)c(Cl)c1,8.674,0.477
246,-8.312,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1c(F)cccc1Cl,-1.486,0.462
247,-8.176,Nc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,15.894,0.467
248,-8.062,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,11.496,0.481
249,-8.509,CC1CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)ccn1,11.264,0.455
250,-8.34,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2C(N)=O)c1,8.696,0.474
251,-8.417,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)ccn1,18.35,0.469
252,-9.148,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cc(F)ccc1Cl,0.277,0.464
253,-8.275,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CCCCC2)c1,14.217,0.484
254,-8.318,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cccc(F)c1F,4.593,0.448
255,-8.464,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(Cl)cc1,13.289,0.447
256,-8.756,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)NC1CCC1,-1.36,0.469
257,-8.254,O=C(Nc1ccnc(NC(=O)C2CCCCC2)c1)c1cccc(F)c1F,8.47,0.469
258,-8.291,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,18.759,0.473
259,-8.855,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,9.335,0.464
260,-8.67,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccn1,-2.389,0.461
261,-8.099,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1,10.064,0.451
262,-8.366,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,2.088,0.489
263,-9.057,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)ccn1,0.1,0.471
264,-9.107,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)ccn1,6.034,0.478
265,-9.233,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,3.488,0.458
266,-8.514,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,1.084,0.481
267,-8.899,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,2.309,0.509
268,-8.415,CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,6.355,0.463
269,-8.326,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C(N)=O)c2)c(Cl)c1,9.484,0.497
270,-8.351,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1c(Cl)cccc1Br,1.353,0.453
271,-8.927,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1c(Cl)cccc1Br,7.508,0.451
272,-8.354,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,12.911,0.477
273,-8.761,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,4.921,0.471
274,-8.321,O=C1CC(C(=O)Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)C1,1.241,0.463
275,-8.211,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C(N)=O)c2)c(Cl)c1,11.239,0.489
276,-8.977,Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c(Cl)c1,1.866,0.477
277,-8.873,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,-2.448,0.472
278,-9.272,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.171,0.468
279,-8.815,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-7.834,0.482
280,-8.428,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cc(F)ccc1F,2.77,0.446
281,-8.291,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1ccc(F)cc1F,5.209,0.436
282,-9.263,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCCC3)ncc2F)c(Cl)c1,1.316,0.494
283,-8.614,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cccc(Cl)c1,9.608,0.453
284,-8.012,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,9.314,0.452
285,-8.028,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,19.103,0.461
286,-8.779,NC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,7.904,0.474
287,-8.646,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c1Cl,10.999,0.456
288,-9.352,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCC3)ncc2F)c(Cl)c1,1.342,0.484
289,-9.509,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c(Cl)c1,5.451,0.466
290,-8.583,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1ccc(F)cc1Cl,4.055,0.454
291,-8.699,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccc(F)cc1Cl,1.54,0.448
292,-8.809,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1ccc(F)cc1Cl,6.4,0.448
293,-8.226,O=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,7.004,0.477
294,-8.97,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(Cl)cc1Cl,-2.414,0.461
295,-8.894,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cccc(Cl)c1F,9.795,0.457
296,-8.178,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,11.223,0.455
297,-8.5,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1cccc(Cl)c1F,10.751,0.469
298,-8.978,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,4.71,0.457
299,-8.23,O=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,0.688,0.48
300,-8.553,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1cccc(Cl)c1,13.365,0.464
301,-8.837,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,11.065,0.469
302,-8.991,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,5.494,0.488
303,-8.796,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cccc(Cl)c1F,5.828,0.463
304,-8.338,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,2.909,0.462
305,-8.785,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,11.179,0.473
306,-8.752,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,11.908,0.483
307,-8.716,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,-0.539,0.461
308,-9.537,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cc(O)ccc1Cl,-0.847,0.465
309,-9.155,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,3.901,0.456
310,-8.171,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,8.57,0.472
311,-8.123,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,1.408,0.467
312,-8.904,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1ccccc1Cl,6.215,0.461
313,-8.157,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-6.535,0.483
314,-9.395,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cc(CO)cc1Cl,11.139,0.491
315,-8.098,O=C(Nc1ccnc(Nc2ccncc2)c1)c1c(Cl)cccc1Cl,-4.972,0.454
316,-8.023,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cccnc1,-2.111,0.451
317,-8.177,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccccc1,7.741,0.439
318,-8.13,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1ccc(Cl)cc1,14.87,0.467
319,-8.06,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,11.689,0.461
320,-8.36,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(Cl)cc1,15.686,0.455
321,-8.424,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1ccccc1C(F)(F)F,-1.108,0.45
322,-9.222,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(F)cc1Cl,-0.025,0.448
323,-8.131,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCCC2)c1,9.303,0.473
324,-8.149,Nc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,11.601,0.442
325,-8.331,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-3.061,0.463
326,-8.546,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,10.231,0.439
327,-8.695,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c1F,6.379,0.439
328,-8.894,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1c(Cl)cccc1Br,10.213,0.459
329,-8.669,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,-3.68,0.483
330,-9.232,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cc(O)ccc1Cl,-2.452,0.455
331,-8.128,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,-1.795,0.471
332,-8.611,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,10.894,0.502
333,-8.343,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,7.432,0.491
334,-8.337,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,6.556,0.482
335,-8.927,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(Cl)cc(CO)cc1Cl,2.292,0.479
336,-8.459,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,6.161,0.462
337,-9.106,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1Cl,7.116,0.469
338,-8.488,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(C)C)c2)c(Cl)c1,13.493,0.485
339,-8.559,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,5.152,0.484
340,-8.248,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,14.736,0.461
341,-8.202,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2N)ccn1,14.955,0.461
342,-8.385,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1,2.566,0.452
343,-8.898,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,0.002,0.499
344,-8.062,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(Cl)cc(CF)cc1Cl,6.518,0.476
345,-8.522,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(Cl)cc(CF)cc1Cl,5.431,0.47
346,-8.498,N#CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,11.072,0.468
347,-8.542,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,8.841,0.472
348,-9.766,O=C(Nc1cc(NC(=O)C2CC(O)C2)ncc1F)c1c(Cl)cccc1Cl,1.172,0.467
349,-8.382,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,6.783,0.476
350,-8.707,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cccc1C(F)(F)F,10.421,0.475
351,-8.738,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccccc1,10.919,0.45
352,-8.262,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1ccc(F)cc1F,9.315,0.448
353,-9.271,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,1.275,0.453
354,-8.274,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cccc(F)c1Cl,1.107,0.448
355,-8.636,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c(Cl)c1,9.876,0.479
356,-8.653,O=C1CC(C(=O)Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)C1,-3.145,0.456
357,-9.066,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c1Cl,4.381,0.448
358,-8.318,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccc(Cl)cc1F,11.171,0.452
359,-8.616,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cc(Cl)ccc1F,-2.308,0.443
360,-8.8,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c1Cl,14.005,0.455
361,-8.394,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cccc(F)c1Cl,-1.817,0.453
362,-8.169,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,15.804,0.452
363,-8.623,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCC3)ncc2F)c(Cl)c1,12.808,0.494
364,-8.541,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cccc(F)c1Cl,-2.448,0.444
365,-8.521,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1ccc(Cl)cc1F,9.164,0.449
366,-8.368,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cc(Cl)ccc1F,5.476,0.448
367,-8.638,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c1,-0.139,0.459
368,-9.422,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1,-3.361,0.456
369,-8.446,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1cc(F)ccc1Cl,-1.529,0.449
370,-9.489,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,-0.475,0.45
371,-8.652,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c1,2.459,0.455
372,-8.197,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,14.58,0.473
373,-8.585,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,10.077,0.448
374,-8.331,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,13.452,0.449
375,-8.46,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1ccccc1Cl,9.252,0.458
376,-8.246,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,16.942,0.452
377,-8.286,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1ccc(Cl)cc1F,6.418,0.456
378,-8.459,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cc(Cl)ccc1F,-2.199,0.452
379,-9.067,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,2.102,0.491
380,-9.131,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,7.1,0.495
381,-8.074,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)ccn1,2.246,0.49
382,-8.576,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,-4.554,0.464
383,-8.361,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.965,0.478
384,-8.566,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,0.884,0.461
385,-8.525,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,18.051,0.501
386,-8.361,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,9.424,0.46
387,-8.608,O=C(Nc1ccnc(Nc2ccccn2)c1)c1c(Cl)cccc1Cl,-0.349,0.452
388,-8.016,O=C(Nc1ccnc(NC(=O)C2CCCCC2)c1)c1cccc(O)c1,13.34,0.472
389,-8.792,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(F)ccc(F)c1Cl,2.179,0.449
390,-8.581,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1ccccc1C(F)(F)F,4.092,0.464
391,-9.224,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(F)cc1Cl,-1.875,0.456
392,-8.125,Nc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,15.222,0.449
393,-8.913,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cc(Cl)ccc1F,1.749,0.444
394,-8.395,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1ccccc1C(F)(F)F,7.513,0.476
395,-8.869,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(F)c1Cl,-5.94,0.447
396,-8.548,Nc1cc(NC(=O)c2c(Cl)cc(NC(=O)C3CC3)cc2Cl)c(F)cn1,20.422,0.508
397,-8.426,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,16.315,0.459
398,-8.008,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)cc1,12.128,0.455
399,-8.718,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cccc(O)c1,9.188,0.446
400,-8.412,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CCC3)c2)c1F,7.971,0.449
401,-8.376,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1cccc(O)c1,13.658,0.459
402,-8.355,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CCCC3)c2)c1F,9.296,0.462
403,-8.77,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1ccc(F)cc1Cl,1.692,0.47
404,-8.85,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(F)cccc1Br,1.064,0.445
405,-8.603,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(F)ccc(F)c1Cl,-6.026,0.456
406,-8.89,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(Cl)cc1F,0.696,0.444
407,-8.545,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,14.636,0.452
408,-8.221,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c1,4.78,0.465
409,-8.405,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,7.095,0.511
410,-8.32,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,2.298,0.466
411,-8.548,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,6.607,0.481
412,-8.845,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)ccn1,-1.095,0.457
413,-9.004,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccc(F)cc1Cl,4.838,0.464
414,-8.673,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,3.614,0.454
415,-8.937,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1c(Cl)cc(CO)cc1Cl,10.5,0.478
416,-8.161,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,3.928,0.463
417,-9.501,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cc(O)ccc1Cl,-6.938,0.446
418,-9.238,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(Cl)cc(CO)cc1Cl,3.139,0.476
419,-8.681,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,1.713,0.484
420,-8.069,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,5.969,0.468
421,-9.589,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,6.053,0.47
422,-9.37,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cc(O)ccc1Cl,-0.396,0.452
423,-8.913,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(C)C)c2)c(Cl)c1,16.901,0.523
424,-8.367,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,18.931,0.464
425,-8.26,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,19.829,0.471
426,-8.841,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,0.102,0.474
427,-9.42,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,-0.933,0.452
428,-8.914,Cc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c1,-0.258,0.45
429,-8.799,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1c(Cl)cc(Cl)cc1Cl,3.221,0.477
430,-8.231,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C)cc2Cl)ccn1,10.215,0.5
431,-8.503,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,8.4,0.457
432,-8.649,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,5.832,0.464
433,-8.274,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,11.069,0.494
434,-8.433,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1cc(F)ccc1Cl,0.144,0.46
435,-8.424,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,6.452,0.496
436,-8.603,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,9.315,0.454
437,-8.736,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)ccn1,5.253,0.468
438,-9.153,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c1,-2.703,0.461
439,-8.152,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,10.924,0.484
440,-8.074,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,5.831,0.477
441,-9.256,Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,9.954,0.469
442,-8.775,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,9.99,0.467
443,-8.59,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,4.278,0.488
444,-8.172,Nc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,17.887,0.439
445,-8.481,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,8.015,0.47
446,-8.705,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,16.244,0.463
447,-8.744,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cc(CF)cc1Cl,12.619,0.487
448,-8.667,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,10.187,0.467
